143,-131,0.005
144,-108,0.005
145,-136,0.005
146,-141,0.005
147,-109,0.005
148,-127,0.005
149,-116,0.005
150,-123,0.005
151,-111,0.005
152,-185,0.005
153,-151,0.005
154,-133,0.005
155,-112,0.005
156,-134,0.005
157,-107,0.005
158,-125,0.005
159,-163,0.005
160,-127,0.005
161,-96,0.005
162,-127,0.005
163,-168,0.005
164,-108,0.005
165,-115,0.005
166,-113,0.005
167,-114,0.005
168,-128,0.005
169,-113,0.005
170,-228,0.005
171,-148,0.005
172,-117,0.005
173,-108,0.005
174,-123,0.005
175,-96,0.005
176,-106,0.005
177,-131,0.005
178,-111,0.005
179,-101,0.005
180,-129,0.005
181,-110,0.005
182,-141,0.005
183,-99,0.005
184,-100,0.005
185,-150,0.005
186,-105,0.005
187,-158,0.005
188,-95,0.005
189,-85,0.005
190,-105,0.005
191,-96,0.005
192,-143,0.005
193,-146,0.005
194,-147,0.005
195,-206,0.005
196,-113,0.005
197,-95,0.005
198,-108,0.005
199,-108,0.005
200,-108,0.005
201,-76,0.005
202,-170,0.005
203,-98,0.005
204,-132,0.005
205,-103,0.005
206,-101,0.005
207,-126,0.005
208,-127,0.005
209,-114,0.005
210,-113,0.005
211,-115,0.005
212,-140,0.005
213,-230,0.005
214,-132,0.005
215,-112,0.005
216,-98,0.005
217,-111,0.005
218,-114,0.005
219,-111,0.005
220,-109,0.005
221,-97,0.005
222,-103,0.005
223,-105,0.005
224,-103,0.005
225,-103,0.005
226,-100,0.005
227,-100,0.005
228,-34,0.005
229,-107,0.005
230,-107,0.005
231,-106,0.005
232,-108,0.005
233,-80,0.005
234,-62,0.005
235,-85,0.005
236,-76,0.005
237,-102,0.005
238,-79,0.005
239,-87,0.005
240,-125,0.005
241,-73,0.005
242,-90,0.005
243,-114,0.005
244,-65,0.005
245,-90,0.005
246,-91,0.005
247,-81,0.005
248,-71,0.005
249,-37,0.005
250,-56,0.005
251,-106,0.005
252,-81,0.005
253,-57,0.005
254,-87,0.005
255,-76,0.005
256,-72,0.005
257,-59,0.005
258,-89,0.005
259,-81,0.005
260,-58,0.005
261,-52,0.005
262,-42,0.005
263,-39,0.005
264,-38,0.005
265,38,0.005
266,32,0.005
267,9,0.005
268,15,0.005
269,49,0.005
270,52,0.005
271,35,0.005
272,57,0.005
273,40,0.005
274,57,0.005
275,-33,0.005
276,61,0.005
277,42,0.005
278,-97,0.005
279,-118,0.005
280,-85,0.005
281,-55,0.005
282,-129,0.005
283,-122,0.005
284,-123,0.005
285,-114,0.005
286,-121,0.005
287,-120,0.005
288,-124,0.005
289,7,0.005
290,42,0.005
291,16,0.005
292,-124,0.005
293,28,0.005
294,60,0.005
295,68,0.005
296,72,0.005
297,113,0.005
298,125,0.005
299,164,0.005
300,17,0.005
301,26,0.005
302,-47,0.005
303,-99,0.005
304,-87,0.005
305,-108,0.005
306,-116,0.005
307,-114,0.005
308,-88,0.005
309,-116,0.005
310,-114,0.005
311,-78,0.005
312,-89,0.005
313,180,0.005
314,-1,0.005
315,97,0.005
316,11,0.005
317,78,0.005
318,222,0.005
319,-136,0.005
320,-124,0.005
321,10,0.005
322,266,0.005
323,268,0.005
324,258,0.005
325,83,0.005
326,75,0.005
327,257,0.005
328,265,0.005
329,270,0.005
330,280,0.005
331,274,0.005
332,269,0.005
333,270,0.005
334,275,0.005
335,280,0.005
336,281,0.005
337,283,0.005
338,173,0.005
339,281,0.005
340,283,0.005
341,285,0.005
342,289,0.005
343,289,0.005
344,283,0.005
345,283,0.005
346,283,0.005
347,-14,0.005
348,286,0.005
349,284,0.005
350,-106,0.005
351,113,0.005
352,294,0.005
353,293,0.005
354,283,0.005
355,74,0.005
356,297,0.005
357,291,0.005
358,289,0.005
359,285,0.005
360,291,0.005
361,295,0.005
362,9,0.005
363,286,0.005
364,167,0.005
365,290,0.005
366,285,0.005
367,291,0.005
368,291,0.005
369,-16,0.005
370,-14,0.005
371,292,0.005
372,289,0.005
373,295,0.005
374,288,0.005
375,287,0.005
376,-67,0.005
377,299,0.005
378,289,0.005
379,285,0.005
380,289,0.005
381,285,0.005
382,-37,0.005
383,293,0.005
384,289,0.005
385,293,0.005
386,288,0.005
387,49,0.005
388,283,0.005
389,292,0.005
390,295,0.005
391,290,0.005
392,290,0.005
393,288,0.005
394,293,0.005
395,288,0.005
396,293,0.005
397,293,0.005
398,296,0.005
399,298,0.005
400,-88,0.005
401,295,0.005
402,293,0.005
403,299,0.005
404,296,0.005
405,303,0.005
406,300,0.005
407,295,0.005
408,293,0.005
409,295,0.005
410,295,0.005
411,287,0.005
412,294,0.005
413,291,0.005
414,292,0.005
415,292,0.005
416,294,0.005
417,296,0.005
418,294,0.005
419,295,0.005
420,298,0.005
421,296,0.005
422,293,0.005
423,294,0.005
424,294,0.005
425,289,0.005
426,293,0.005
427,297,0.005
428,294,0.005
429,295,0.005
430,291,0.005
431,292,0.005
432,289,0.005
433,291,0.005
434,291,0.005
435,290,0.005
436,292,0.005
437,294,0.005
438,289,0.005
439,295,0.005
440,296,0.005
441,292,0.005
442,294,0.005
443,294,0.005
444,295,0.005
445,295,0.005
446,-67,0.005
447,295,0.005
448,52,0.005
449,292,0.005
450,17,0.005
451,96,0.005
452,296,0.005
453,286,0.005
454,295,0.005
455,295,0.005
456,295,0.005
457,295,0.005
458,293,0.005
459,297,0.005
460,295,0.005
461,284,0.005
462,289,0.005
463,268,0.005
464,295,0.005
465,288,0.005
466,291,0.005
467,292,0.005
468,297,0.005
469,298,0.005
470,294,0.005
471,294,0.005
472,293,0.005
473,27,0.005
474,294,0.005
475,289,0.005
476,297,0.005
477,295,0.005
478,295,0.005
479,291,0.005
480,292,0.005
481,289,0.005
482,295,0.005
483,285,0.005
484,289,0.005
485,295,0.005
486,293,0.005
487,292,0.005
488,293,0.005
489,291,0.005
490,294,0.005
491,295,0.005
492,297,0.005
493,297,0.005
494,294,0.005
495,296,0.005
496,296,0.005
497,299,0.005
498,297,0.005
499,296,0.005
500,298,0.005
